n,k,timeMS,size 6 evaluated,size 13->11,size 12->10,size 11->9,size 10->8,size 9->7,size 8->6,size 7->5,size 6->4,size 5->3,size 4->2,size 3->1,
zdgsets.exe 6 3,ERROR! Too long (min):,583522
